ID,Cohort,DOB,D1.Date,D1.Age,Cage,Index,Tx,Sex,Post.Covid,D1.Dist,D1.ToR,D1.DoR,0.5.D1.ToR,5.10.D1.ToR,10.15.D1.ToR,15.20.D1.ToR,20.25.D1.ToR,25.30.D1.ToR,D2.Dist,D2.Rot,D9.Dist,D9.ToR,D9D1.ToR,D9.DoR,D9.Rot,0.5.D9.ToR,5.10.D9.ToR,10.15.D9.ToR,15.20.D9.ToR,20.25.D9.ToR,25.30.D9.ToR,0.5.D9D1.ToR,5.10.D9D1.ToR,10.15.D9D1.ToR,15.20.D9D1.ToR,20.25.D9D1.ToR,25.30.D9D1.ToR,0.5.D9.Dist,5.10.D9.Dist,10.15.D9.Dist,15.20.D9.Dist,20.25.D9.Dist,25.30.D9.Dist,Brain.Wt,Brain.Wt.Norm,Brain.OXY,Brain.NOR,Brain.OMOR,Brain.NOR.OXY,Brain.OMOR.OXY,Brain.OMOR.NOR,HP.BL1,HP.BL2,HP.Av,HP.Av.Norm,SBR011268975,SBR011564753,SBJ012083864,SBB012960401,SBB013116937,SBB013583156,SBB014746527,SBB014938916,SBR015062003,SBJ015276763,SBJ015389798,SBJ015444437,SBJ016017430,SBR017236125,SBJ020533570,SBB020584334,SBB021725481,SBT021816505,SBB023323889,SBJ023442990,gJAX00097622q,SBJ024287387,SBJ024343076,SBT024676952,SBR024956708,SBJ030341629,SBR030729861,SBB030805883,SBB031685245,SBJ031952786,SBJ032260408,SBR033363410,SBJ034218063,SBJ034360732,SBJ034626667,SBB035061110,SBJ035272030,SBJ035881520,SBJ036198213,SBR040689107,SBR042358271,SBJ042986544,SBJ043363012,SBR043649829,SBJ044442934,SBR044466521,SBR050365035,SBJ052840500,SBB053347475,SBT053834758,SBJ054695332,SBJ054817009,SBR060292159,SBJ060451207,SBB060966558,SBJ060972744,SBR061598665,SBJ061822650,SBJ063150383,SBB064242512,SBB064972355,SBB065640181,SBT070125779,SBJ070125933,SBJ070127230,SBT070127390,SBT070127539,SBJ070127987,SBT070128909,SBT070131511,SBJ070132448,SBT070133022,SBT070133029,SBJ070133596,SBJ070134822,SBJ070134853,SBT070136007,SBJ070137116,SBT070144908,SBT070145074,SBJ070145110,SBJ070145899,gUNC12372829,SBJ070146013,SBT070146680,SBJ070146690,SBT070179412,SBT070180950,SBJ070181233,SBT070181237,SBT070182410,SBT070189733,SBT070189898,SBJ070190060,SBT070190289,gUNC12382380,SBT070192925,SBJ070194364,SBT070194967,SBJ070195041,SBT070195049,SBT070520070,SBT070520756,gJAX00148771,gJAX00148771b,gUNCHS019472,SBJ070522140,SBJ070523363,SBT070523467,SBJ070523772,SBJ070523993,SBT070525231,SBT070530383,SBJ070530418,SBT070530495,SBT070530685,SBT070530772,mUNC070621878,SBT070637398,SBB071094317,SBJ071824561,SBR072942061,SBB073034666,SBR073155272,SBJ073756103,SBB073932646,SBJ074372332,SBJ074558197,SBB074858469,SBR080145300,SBB080461039,SBJ080694151,SBB081423344,SBJ082066039,SBJ082115191,SBJ083139730,SBB083787445,SBR083880500,SBJ084357244,SBJ084634728,SBJ084690426,SBJ084821480,SBJ091131236,SBJ091539829,SBB091549242,SBB091584165,SBB091705845,SBJ091981684,SBJ092992728,SBT093376034,SBJ093940862,SBJ093985219,SBR100356384,SBT100670018,SBT100774147,SBR101184714,SBJ103197776,SBJ103601755,SBT103665517,SBB103807422,SBR111464647,SBJ114214093,SBB121464901,SBJ122182223,SBR122387907,SBJ122881832,SBT123149928,SBJ123283083,SBJ123360839,SBB123733881,SBJ124309136,SBB130250070,SBJ131042561,SBJ131458531,SBT132238514,SBR132392332,SBB132408413,SBB133262301,SBB133801320,SBJ133808455,SBJ141274002,SBJ141489705,SBJ142498586,SBR142791054,SBB143232863,SBJ143686906,SBJ143732293,SBB150172204,UNCrs218676023,SBB150313258,SBB150324746,SBB150693979,SBB150841520,SBB151292935,rs264203947,SBJ153255607,SBJ153377703,SBR153450431,SBB153745700,SBJ153915063,SBB160639080,SBJ160894401,SBJ163052948,SBB163575800,SBJ173421843,SBT173556233,SBJ180818887,SBB183317687,SBJ183374202,SBJ190768497,SBJ191103206,SBR191166795,SBJ191787966,SBT192021029,SBT192273213,SBB192362068,SBJ192414635,SBJ200441896,SBJ200621694,SBJ200737797,SBJ201716288,SBJ204027928,SBJ205713578,SBJ206367145,SBB206446605
12736,7,3/1/2020,6/23/2020,114,535861,286,0,0,1,75.041,837.8,34.876,177,151.6,166.2,130.7,124.3,88,39.386,68,79.811,972.9,135.1,41.886,94,181.5,173.5,173.5,169.1,150,125.4,4.5,21.9,7.3,38.4,25.7,37.4,19.914,14.995,15.467,10.071,9.605,9.758,,,,,,,,,,,,,B,B,B,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,J,J,J,H,H,H,H,H,H,H,H,H,H,B,H,J,J,J,J,J,J,B,B,B,B,B,B,H,H,H,H,H,H,H,H,B,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,B,H,H,H,H,J,J,J,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,B,B,J,J,B,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
12737,7,3/1/2020,6/23/2020,114,535861,287,0,0,1,72.297,892.5,35.429,131.2,147.9,168.5,149,164.6,131.4,39.903,88,57.875,774.2,-118.3,25.757,87,147,128.1,153.2,113.8,124.9,107.1,15.8,-19.8,-15.3,-35.2,-39.7,-24.3,17.783,10.529,9.168,7.009,6.386,6.999,,,,,,,,,,,,,J,J,J,J,B,B,B,B,B,B,B,B,B,H,H,H,H,H,J,J,J,J,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,H,H,H,J,J,J,J,J,J,H,H,H,B,B,B,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H
12738,7,2/25/2020,6/23/2020,119,528955,288,0,1,1,61.998,912.3,31.055,139,164.6,164.5,132.6,138.6,173,36.461,110,48.348,814.1,-98.2,20.92,84,148.5,150.3,165.6,147.1,106.5,96,9.5,-14.3,1.1,14.5,-32.1,-77,13.911,8.335,6.744,7.559,5.975,5.824,,,,,,,,,,,,,J,J,J,J,J,J,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,J,J,H,H,H,J,J,J,J,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,J,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
12739,7,2/25/2020,6/23/2020,119,528955,289,0,1,1,64.369,900,31.054,129.5,139.6,168.9,148.8,148,165.2,38.79,98,64.118,900.2,0.2,32.5,100,171.2,172.4,147.4,148.6,86.2,174.4,41.7,32.8,-21.5,-0.2,-61.8,9.2,14.135,10.685,10.507,9.428,8.993,10.371,,,,,,,,,,,,,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,H,B,B,B,H,H,H,H,H,H,H,H,B,H,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,B,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,H,B,B,J,J,J,H,H,H,H,H,J,J,J,J,J,J,J,J
12740,7,2/25/2020,6/23/2020,119,528955,290,0,1,1,84.257,821.8,40.124,126.8,133.3,125.9,140.7,162.1,133.1,45.222,106,88.078,822,0.2,42.174,117,134.6,120.7,140.2,128.3,144.5,153.7,7.8,-12.6,14.3,-12.4,-17.6,20.6,21.367,15.618,15.311,10.965,12.011,12.807,,,,,,,,,,,,,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,B,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,-,H,H,B,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J
12741,7,2/18/2020,6/23/2020,126,528953,291,1,1,1,80.88,924.7,39.644,140.6,168.8,148.5,144.9,149.8,172.1,80.648,207,89.968,1694.6,769.9,82.435,274,210.8,288.6,295.2,300,300,300,70.2,119.8,146.7,155.1,150.2,127.9,21.613,18.042,15.317,13.08,11.392,10.524,,,,,,,,,,,,,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
12742,7,2/18/2020,6/23/2020,126,528953,292,1,1,1,72.761,862.2,34.333,140.2,147.5,152.1,132.2,166.2,124.1,62.42,153,105.286,1406,543.8,77.102,143,169.6,213.6,286.4,274,280.6,181.7,29.4,66.1,134.3,141.8,114.4,57.6,19.877,19.76,15.446,17.698,14.117,18.388,,,,,,,,,,,,,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
12743,7,2/18/2020,6/23/2020,126,528953,293,1,1,1,67.705,1013,35.995,155.9,174.6,182.3,164.4,140.6,195.1,52.303,127,82.857,1457.1,444.1,63.795,140,153,231.4,233.2,255,284.5,300,-2.9,56.8,50.9,90.6,143.9,104.9,22.731,18.017,11.973,9.84,12.167,8.13,,,,,,,,,,,,,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
12744,7,3/1/2020,6/23/2020,114,535864,294,1,0,1,64.495,830.9,28.474,134.9,176.5,157.5,154.3,90.5,117.2,52.617,96,76.408,673.4,-157.5,32.935,118,105.6,89.8,188.6,248.2,35.8,5.5,-29.3,-86.7,31.1,93.9,-54.7,-111.7,21.064,15.52,14.265,10.081,9.102,6.375,,,,,,,,,,,,,H,H,H,H,H,H,J,J,J,J,J,J,J,J,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,B,B,B,B,H,H,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,-,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,H,H,J,J,J,J,J,H,H,H,H,J,H,-,H,H,H,H,H,H,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B
12745,7,3/1/2020,6/23/2020,114,535864,295,1,0,1,84.3,978,40.356,125.3,156.1,143.4,182.8,196.6,173.8,86.077,174,84.897,1030.6,52.6,42.964,172,162.5,121.9,171,161.5,173.6,240.1,37.2,-34.2,27.6,-21.3,-23,66.3,20.544,19.641,12.987,11.451,11.213,9.06,,,,,,,,,,,,,J,J,J,J,J,J,J,J,J,J,J,J,J,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,H,H,H,-,H,B,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B
12746,7,3/1/2020,6/23/2020,114,535864,296,1,0,1,77.266,886.5,38.432,128.7,177.8,144.2,179.7,135.4,120.7,111.522,192,188.209,1364,477.5,134.127,314,172.4,200,236,276,238.7,240.9,43.7,22.2,91.8,96.3,103.3,120.2,33.155,41.041,38.842,28.991,25.932,20.248,,,,,,,,,,,,,H,H,H,H,H,H,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,B,H,H,B,B,B,B,H,H,J,J,J,J,B,B,B,B,H,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,J,J,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,B,B,B,B,B,H,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,H,H,H,H,J,J,J,H,H,H,H,H,B,H,H,B,B,J,J,B,H,H,J,J,J,J,H,H,H,H,H,H,H,H,B,H,H,H
12747,7,3/1/2020,6/23/2020,114,535864,297,1,0,1,67.171,933.4,33.501,182.6,146.4,151.5,156.3,159.6,137,70.508,152,123.166,1213.7,280.3,62.567,170,78.4,129.1,189.8,216.4,300,300,-104.2,-17.3,38.3,60.1,140.4,163,27.609,33.709,23.849,18.428,11.045,8.524,,,,,,,,,,,,,J,J,B,B,B,B,B,B,B,B,B,B,B,B,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,B,B,B,B,J,J,J,J,B,J,B,B,H,H,-,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,J,J,H,H,H,J,J,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
12748,7,3/1/2020,6/23/2020,114,535864,298,1,0,1,82.062,750,37.877,145.2,104.1,141.7,135.9,107.9,115.2,134.132,68,103.142,893.5,143.5,54.987,50,174.1,150.4,111.8,120.7,168.3,168.3,28.9,46.3,-29.9,-15.2,60.4,53.1,32.128,21.309,14.377,12.745,11.271,11.312,,,,,,,,,,,,,B,B,H,H,H,H,H,-,H,H,H,H,H,H,J,J,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,J,H,H,B,B,B,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,J,J,H,H,H,H,H,H,H,J,J,J,J,H,B,B,B,B,B,B,B,H,H,B,B,B,B,B,B,B,B,J,H,H,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,J,H,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H
12801,8,3/23/2020,7/10/2020,109,547365,299,0,1,1,71.876,838.4,34.763,122.3,139.2,119.3,143,155.8,158.7,40.27,94,45.95,823.8,-14.6,22.003,88,157.2,151.7,116.5,154.3,166.6,77.5,34.9,12.5,-2.8,11.3,10.8,-81.2,15.127,9.652,6.801,5.311,4.212,4.847,,,,,,,,,,,,,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,B,B,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,J,B,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,B,B,B,B,B,B,B
12802,8,3/23/2020,7/10/2020,109,547365,300,0,1,1,65.342,895.4,31.09,91.8,167.4,173.5,154.9,149,158.8,30.278,74,38.507,786.4,-109,17.537,62,153.1,155.4,140.3,120.9,88.4,128.2,61.3,-12,-33.2,-34,-60.6,-30.6,13.291,6.873,5.035,4.572,4.104,4.632,,,,,,,,,,,,,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,B,B,B,B,B,B,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,-,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,J,J,J,H,H,H,H,H,B,B,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,B,B,H,H,H,B,B,B,H,H,H,H,H,B,B,B,B,B,B,J,J
12803,8,3/31/2020,7/10/2020,101,541370,301,0,0,1,55.837,754.2,27.252,186.4,175.2,104.2,76.1,79.9,132.3,40.611,111,51.338,825.3,71.1,26.182,97,201.7,101.4,144.2,138.4,108.5,131.1,15.3,-73.8,40,62.3,28.6,-1.2,10.816,7.677,7.956,6.463,9.805,8.621,,,,,,,,,,,,,J,J,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,J,J,J,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,J,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,H,J,J,J,J,B,B,B,B,B,H,H,H,B,B,B,B,B,B,B,B
12804,8,3/31/2020,7/10/2020,101,541370,302,0,0,1,48.406,738,20.595,174.1,147.2,73.4,120.7,88.5,134,27.905,80,50.399,616.5,-121.5,21.691,74,149.9,117.8,95.3,66.3,119,68.2,-24.2,-29.4,21.9,-54.4,30.5,-65.8,12.226,9.045,8.3,6.284,8.055,6.488,,,,,,,,,,,,,J,J,J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,J,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,J,J,J,H,J,J,J,J,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,J,J,J,J,J,J,J,H,H,H,B,B,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,H,H,J,J,J,J,J,J,J,J,J,H,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,J,J,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
12805,8,3/31/2020,7/10/2020,101,541370,303,0,0,1,69.011,977,32.681,167.6,140.6,148.1,159.1,193.4,168.3,37.335,91,64.647,954.2,-22.8,31.257,107,178.9,155.1,160.6,182,160.8,116.7,11.3,14.5,12.5,22.9,-32.6,-51.6,15.596,12.279,10.015,7.079,10.26,9.418,,,,,,,,,,,,,H,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,J,H,H,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,J,J,J,J,H,H,H,J,J,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H
